path	sha256	content_class	observed_declaration	normalized_spdx	license_references	module_license_metadata	source_origin	modification_status	patch_ids	redistribution_review_state	copyright_notices
drivers/innosrvkm/include/physmem.h	6b638ee87bcbc6937ad7853e012a801f5a00e3b9a0cfd56cd10746f2008b981a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/physmem_dmabuf.h	58e97dc0acab535414443bcc63e1807550e844f3cfe0e7b40e1ff61f6b0a3f1f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/physmem_dmabuf_internal.h	12a82046157fc6d6e95ac0412ce680613ba8633112c86ccb69c594754cb5b9fb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/physmem_lma.h	cd3a3d8725affac6e73f21e361e23f760988afc3d38f92e116285552629ccb7f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/physmem_osmem.h	a3abb0bb7d253e10a1154241146072963a960794601a52ed3fdb1b91d2253968	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pmr.h	89eeb30da5b110c99991f53613f00981edaa350cecf76f96accc25debe35e882	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pmr_impl.h	780f991d4050049bd63d1dd14bbef30258633da2fc19c1d5a1b97a16e8bd3d3f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pmr_os.h	1c0f7efd1b1b78ab1ca46f18b77d1036ef96fe1c743e292f2f690e36c7b9b6d1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/power.h	1f47d1cc23a7848c78fc704df11702977df19a33a51ef36e6d9bf5d764c72541	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/powervr/buffer_attribs.h	50552b845a04ade13446ebd958c9a7abf4ef89067a5960b53ece89adac03d7d7	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/powervr/img_drm_fourcc.h	664187f8bcec00d39111392746477adce95d49dcc0023643a2962f4d047edf39	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/powervr/mem_types.h	a11af6bed886b3adf9dbe23c486d6dbb8844475afd5911cb4eb80a5230be60c7	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/powervr/pvrsrv_sync_ext.h	27fadeb281dad10bea519c07b3db91d211368a42ba2dca5320a5bd74b888b4b9	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/private_data.h	78aa6e6f5667cb9c72e72b68a07fc152023d3fc65c00f2885686efcb62420810	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/proc_stats.h	72fa66559db2d4dab29a043382a1aeb7f2d00ccf2001dfcf5cdbd5d8fda2eecc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/process_stats.h	3f70276123053cacbcebd63718e84c9d9ae8b3b824fc28bfa89dc9f420e7fdd8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_bridge.h	913e7923e142bf41b474767ccca466aeaebd8635f75b1c1e24cffad534b9e76c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_bridge_k.h	fb71c81191470045670b3bf7ec4142afbf661e6cb01683b118b85cf9c43fe26a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_buffer_sync.h	eec7caa9810991f35fc8afec2ace93108f3f4e01ea4bf08db58721785951bc64	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_buffer_sync_shared.h	8a6be3fdf784ca0c8d491e8d766abbb2e502e768b9d268b86983aad7cfea7fbb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_counting_timeline.h	a6347318b1d9765213bca344e94e4175da2626dde8a939e839aad91105a6e90f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_debug.h	352b363b1c6a6ae2b122b80b30bd525e63b75efe1e081a038af6e673ce459928	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_debugfs.h	0c75faf07fac1396e502245536bc1cd6ec2bbbe5673cc74444d7f6e7255f8219	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_dicommon.h	5a20f5ceececd6eedbece3b35f52a87b6a53d9b0f38f26d3f633792f1a530c1e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_dma_resv.h	6765f5cf119aeee45adbb0101b73c5f69ff1a4e98929c8487a07739b93b687f1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_drm.h	367e53548cd174095bcee7605044327db63058d3594c863a56d3126104dc3c16	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_drv.h	3fd36ca2de7872eb256ed4aa172548f19ef4313068a2d60c30d56300fb8fb3e7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_dvfs.h	24d3d9b760f515835aa3fc82c315570794e21dfda5e464a77a95cdc0d29bb0af	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_dvfs_device.h	c2f334745d5a10731199d767e1eb9eb3dfc81694c7762c9876abdfe2e0adc3ca	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_export_fence.h	2ca55fddc90e8306b201d5186950a18954455d616a250827897f77699b6247c5	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_fd_sync_kernel.h	e55b4caab1906e736015899c0f7f67af863e670951d1bfbbde0944611e6e0248	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_fence.h	0381691cc5b5829fea5fa69355595cb80731c2fb130badfaff4ed1a8dca81d24	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_fence_trace.h	cda1bfe8150ce0b63a0353a43d20f1ca331554675121505574664c37c4d7089a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_linux_fence.h	917003cb6da5f66c69149ee5350ee040ab2fffea245c7216044ecf62f3a8e4cd	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_notifier.h	d3aea0422c4c3885c5ba7a70aef698d0a90432472d0a3cb7982c0c1908d26452	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_procfs.h	62679d22b47be434917628a4b7f0e889c7e34d01af7c979546bcb37a90c77949	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_sw_fence.h	b5f202f5b2e5202891d2ae05d3c2e550e47d9ac512fe33dba98ca34ac179eeb8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_sync.h	fc12066faf7fdb4baebd3f174276cbe962d6fd0277b5204ab2036fe98b113f39	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_sync_api.h	c6e37d3ae3f1942a890cd5cf4929758e2a4c58f76324905d2e7244e00564c7a7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_sync_ioctl_common.h	ca55bbfee7b18b482ed80dbe028aa3ccc6a02a2adb952d47a6f6edebb7d777bc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_sync_ioctl_drm.h	7a9b474c6a9ce43e88fe5dd5c2cee11fcd3a4d2b0f8bc169549e0f2c4b2b1f86	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvr_uaccess.h	902ba5ee6e42ff7fbb764d769a26a6d7f835858c69d99130d9c61cd8e53e6fd6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrmodule.h	087b7226f5117d54579afc72f0f81e18fa47d40bb1c7599e801ca4e1fb228427	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	Dual MIT/GPL	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv.h	4463d3f1ba702d335c5c0645bd2b9a9a46b4bbcbba52a1b16722faa1d15a8ae2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_apphint.h	12862b97d0e395a670d2fd44403a908a77c5f5d3685308ef793cb022fd679841	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_bridge_init.h	079544c9ba8410d27bf54a387b0e41e239121cabfb2ff731ad00a6e2d2cf9d04	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_cleanup.h	2d2df241d310600721eafec516ae868cdd245b0d1b4ca627f8ffffa9c6763a3d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_device.h	fd2ea7e7d3d86dd2e53ddb1af5571ce6f4cbde5378fc8b8770786a7caa45f1d5	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_device_types.h	31a1cc76194ffc79d230406b4a64422e02f97fed1caf089228192d0d511d392d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_error.h	c67b032c212e6dab311f69c31cdb015a983e2a37af59bccce14dc054d9cf517d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_errors.h	b37fe8510119bb358a0cd89f0c9fc3151a2f9939ca6f534fd438b2f20cc0ebbb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_firmware_boot.h	89faa454148f83cfe1976208f4366fa8f6a0093962c529487e4b8e69c3c63187	strict-confidential	Strictly Confidential	LicenseRef-Strictly-Confidential	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-confidential-rights	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_memalloc_physheap.h	a5bf04d792871a06b4634c6462be04b940574f0e014a83142fa059356e9ec972	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_memallocflags.h	ecd32806a255f2ee57789ee20cd06382fca7db72406dca8eefd82d17dfc02c3d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_memallocflags_internal.h	fe31b3c02bea19d13dbac30950905724ae287a1dbc826fa35dcb6710807db27b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_pool.h	6aa177e47b10adac0ea4ef4c62e86ad55a0ec5f8de436d670db071eb7165f737	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_sync_km.h	00629dbb53190b23ce21052658f8c0ac461c83c78bd9f57a4261b2a9c894405b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright     Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_sync_server.h	5bb582b9e03a3cbaa373637585d1a31f38ae2dfe8b3ed41e926e045e5e9fe611	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_tlcommon.h	496c1c92674f2d6ea985cd44a7f3a4a9759e6d18c87ca00ea98956a179b40366	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrsrv_tlstreams.h	2dee22a1663f7ffd3fe4a15626fec111f785d6e7e28ec6b4bf0932c30fa5e9f4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pvrversion.h	fe548b81623e3ae106588c3461c43ee6dc8cd4b44cf06b78748ae5fd0f622816	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | define COPYRIGHT_TXT               ""Copyright (c) GT Technologies Ltd. All Rights Reserved."" | define COPYRIGHT_TXT               ""Copyright (c) AWM Technologies Ltd. All Rights Reserved."" | define COPYRIGHT_TXT               ""Copyright (c) Imagination Technologies Ltd. All Rights Reserved."""
drivers/innosrvkm/include/ra.h	338d8b3128e6f199c8829fb3681f52dd27ef29eb2283c1e83a8e8ae8c04a0f49	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_bridge.h	2668063b3596f66126615c2a9cc30946c7a6c278b5622c3e476229a7e2c67b7c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_bvnc_defs_km.h	ab04bf0a0192b0843e5709841f2acaaf70dd1f198dfeee699670f7b27749951b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_common.h	0ea30802eb739229d8f578df136efd027ce6d50969679774eaab2d87fe0ac0b5	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/rgx_common_asserts.h	fc6f494c0f3c9a69f52f599e7de140565ce8e54b5fb9dcd8e0e96070ec803913	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
